date,open,high,low,close,volume
2021-07-05,1597.8,1602.95,1576.05,1579.25,297575
2021-07-06,1580.5,1611.95,1580.5,1585.55,574631
2021-07-07,1586.75,1597.8,1569.0,1577.0,255961
2021-07-08,1578.2,1588.0,1559.0,1575.45,203384
2021-07-09,1572.0,1586.75,1567.1,1571.0,121428
2021-07-12,1577.9,1582.75,1560.55,1567.6,422105
2021-07-13,1572.1,1579.95,1555.2,1568.85,518271
2021-07-14,1570.1,1602.4,1567.1,1588.95,805623
2021-07-15,1596.9,1596.9,1569.65,1574.5,652061
2021-07-16,1579.95,1628.5,1565.1,1618.7,1508222
2021-07-19,1618.0,1635.0,1600.8,1607.0,529078
2021-07-20,1610.0,1610.0,1550.0,1554.4,427288
2021-07-22,1570.0,1594.0,1557.9,1583.1,506080
2021-07-23,1592.0,1607.45,1571.9,1598.55,643778
2021-07-26,1600.0,1608.05,1573.0,1577.2,285577
2021-07-27,1578.0,1591.3,1565.1,1582.7,357983
2021-07-28,1577.0,1602.25,1559.0,1598.5,255790
2021-07-29,1603.8,1622.0,1591.1,1612.25,448640
2021-07-30,1620.0,1640.0,1612.95,1619.2,430457
2021-08-02,1629.8,1699.35,1622.55,1681.7,761229
2021-08-03,1700.0,1737.0,1681.6,1688.7,1608498
2021-08-04,1695.0,1708.0,1649.15,1653.75,559990
2021-08-05,1654.55,1684.95,1638.0,1651.2,326498
2021-08-06,1654.2,1695.0,1650.0,1671.4,393655
2021-08-09,1672.1,1696.85,1657.05,1675.8,346543
2021-08-10,1679.0,1724.0,1668.0,1693.8,1151720
2021-08-11,1694.1,1707.7,1625.45,1666.1,559771
2021-08-12,1656.0,1755.0,1656.0,1675.05,3829161
2021-08-13,1670.0,1720.0,1647.3,1705.05,1126212
2021-08-16,1706.0,1721.35,1682.25,1691.35,455115
2021-08-17,1690.0,1737.35,1676.9,1730.6,653181
2021-08-18,1740.0,1768.5,1719.05,1759.5,929808
2021-08-20,1759.8,1778.0,1722.15,1742.6,1321417
2021-08-23,1755.0,1774.3,1721.0,1727.75,685320
2021-08-24,1730.0,1736.75,1702.35,1708.25,339114
2021-08-25,1706.5,1744.0,1705.05,1716.95,364034
2021-08-26,1716.0,1732.55,1701.3,1707.25,288042
2021-08-27,1716.2,1736.95,1700.7,1722.95,421246
2021-08-30,1724.85,1780.9,1723.05,1769.0,908355
