date,open,high,low,close,volume,returns_1d,returns_5d,volatility_5d,avg_volume_10d,sma_20,sma_50,above_20ma,candle_body_ratio,rsi_14,atr_14,resistance_distance,support_distance,sr_band_width,label,symbol,symbol_encoded
2022-10-06,129.4,129.45,125.45,125.7,14570735,-0.0094562647754137,0.0822212656048213,0.0221895682795315,19815887.6,123.46,125.985,1,-0.9249997687500616,53.93429713657283,3.7835211420769617,1.2008750994431183,-0.0011933174224342,1.199681782020684,0,ONGC,0
2022-10-07,125.15,127.25,124.35,127.05,13532236,0.0107398568019092,0.05875,0.0200513184445231,20032423.0,123.565,126.065,1,0.6551721878716551,56.48667944101573,3.7204124890714647,1.1774891774891771,-0.0082644628099173,1.16922471467926,0,ONGC,0
2022-10-10,126.05,127.0,125.3,126.3,10183057,-0.0059031877213695,0.0511860174781522,0.0212002903424222,20009943.8,123.53,126.162,1,0.1470587370242721,54.67424221457731,3.5796687398520746,1.1904196357878063,0.003562945368171,1.1939825811559777,0,ONGC,0
2022-10-11,126.3,126.5,123.4,124.25,13176461,-0.0162311955661124,-0.009565563969709,0.0124437879291835,20042694.5,123.3925,126.21,1,-0.6612901092612553,49.95598377786856,3.545406687005497,1.2265593561368209,-0.0056338028169014,1.2209255533199197,0,ONGC,0
2022-10-12,124.25,125.1,122.35,124.5,9401804,0.0020120724346075,-0.0189125295508274,0.0104419080211137,19536362.6,123.2725,126.232,1,0.0909090578512516,50.51680892936236,3.4885919236479617,1.2220883534136544,-0.0036144578313253,1.218473895582329,0,ONGC,0
2022-10-13,124.35,124.95,121.0,123.1,13320136,-0.0112449799196787,-0.0206841686555291,0.0107126521148834,19341674.4,123.115,126.151,0,-0.3164556160871856,47.31878560548299,3.521549643387393,1.2473598700243704,-0.0150284321689683,1.232331437855402,0,ONGC,0
2022-10-14,125.1,125.85,120.4,120.95,13205955,-0.0174654752233955,-0.0480125934671389,0.0080142429691024,18602493.8,122.88,125.94599999999998,0,-0.7614677501894036,42.834114311282335,3.6592960974311497,1.2873088052914423,0.0,1.2873088052914423,0,ONGC,0
2022-10-17,120.35,121.45,119.4,121.15,9320940,0.0016535758577924,-0.0407759303246239,0.009499805013471,16181538.4,122.7175,125.778,0,0.3902437120762441,43.37177243752689,3.544346376186067,1.2835328105654145,0.001650846058605,1.2851836566240196,0,ONGC,0
2022-10-18,121.7,122.35,120.95,121.95,6490293,0.0066033842344201,-0.0185110663983902,0.0101718068269326,11733918.4,122.63,125.646,0,0.1785713010205003,45.57672194753322,3.391178777887062,1.2685526855268552,0.00820008200082,1.276752767527675,0,ONGC,0
2022-10-19,121.95,121.95,120.75,121.15,7381712,-0.006560065600656,-0.0269076305220883,0.0096814172969167,11058332.9,122.375,125.486,0,-0.6666661111115701,43.74249157380712,3.2346660080379865,1.2835328105654145,0.001650846058605,1.2851836566240196,0,ONGC,0
2022-10-20,120.35,124.15,119.25,122.85,18748363,0.0140321914981427,-0.0020308692120227,0.0121523214927764,11476095.7,122.31499999999998,125.355,1,0.5102039775093917,48.48680027192254,3.3536184360352737,1.2519332519332518,0.0154660154660153,1.2673992673992671,1,ONGC,0
2022-10-21,122.6,126.4,122.0,124.7,11945173,0.015059015059015,0.0310045473336089,0.0089926130337738,11317389.4,122.455,125.261,1,0.4772726188016788,53.12006327123618,3.4283599763184687,1.218524458700882,-0.0020048115477145,1.2165196471531674,1,ONGC,0
2022-10-24,126.05,127.0,125.45,125.85,2154912,0.0092221331194866,0.0387948823772181,0.0086763553515536,10514574.9,122.655,125.242,1,-0.1290321748179538,55.78246594284855,3.347762835152864,1.1982518871672625,0.0,1.1982518871672625,0,ONGC,0
2022-10-25,125.5,125.95,123.1,123.9,10232002,-0.0154946364719903,0.015990159901599,0.0135920347336053,10220129.0,123.00000000000004,125.203,1,-0.5614033117883079,50.54100830777314,3.3122083469276595,1.2328490718321223,-0.0084745762711864,1.224374495560936,1,ONGC,0
2022-10-27,123.9,125.3,123.45,124.9,13865026,0.0080710250201776,0.0309533635988443,0.0124811278975138,10666451.2,123.3475,125.06300000000002,1,0.5405402483566242,52.98094383137408,3.2077648935756837,1.214971977582065,-0.0004003202562049,1.2145716573258605,1,ONGC,0
2022-10-28,125.2,128.5,124.9,126.7,22918037,0.0144115292233786,0.0313390313390313,0.012541811627263,11626241.3,123.875,124.944,1,0.4166665509259587,57.08488012285265,3.235781686891705,1.1835043409629045,0.0067087608524073,1.1902131018153117,1,ONGC,0
2022-10-31,127.4,128.1,125.85,127.05,8753855,0.0027624309392264,0.0188452285485163,0.0115499472881831,11181031.3,124.2275,124.838,1,-0.1555554864197876,57.85516484694597,3.165368709256584,1.1774891774891771,-0.0082644628099173,1.16922471467926,1,ONGC,0
2022-11-01,127.1,128.6,127.1,128.05,11630848,0.007870916961826,0.0174811283273739,0.0114061160848546,11412022.1,124.6225,124.83,1,0.633332911111404,60.06091205066844,3.0499852300239705,1.1604841858648962,-0.0003904724716906,1.1600937133932054,1,ONGC,0
