date,open,high,low,close,volume,returns_1d,returns_5d,volatility_5d,avg_volume_10d,sma_20,sma_50,above_20ma,candle_body_ratio,rsi_14,atr_14,resistance_distance,support_distance,sr_band_width,label,symbol
2021-10-04,139.1,140.0,138.0,139.1,11995299,0.007971014492753614,-0.032011134307585176,0.017586779293137744,16322567.2,139.275,135.923,0,0.0,52.41948167567569,6.038276558644498,0.9063982746225738,0.6128684399712437,1.5192667145938175,0,ETERNAL
2021-10-05,138.75,138.8,137.15,137.95,10912142,-0.008267433501078392,-0.007553956834532416,0.010334634965169376,15480761.8,138.97,136.162,0,-0.4848481910011016,50.7729012355368,5.746256804455605,0.9222906850308085,0.6096411743385285,1.531931859369337,0,ETERNAL
2021-10-06,138.75,139.2,133.7,134.95,9988184,-0.021747009786154403,-0.025631768953068623,0.01385525860023917,14787242.7,138.715,136.048,0,-0.6909089652892811,46.65569178657215,5.728667032708777,0.9650240829937016,0.6009633197480548,1.5659874027417564,0,ETERNAL
2021-10-07,136.75,138.45,136.05,137.1,7317664,0.015931826602445298,0.0036603221083455484,0.015494027903618939,12341092.2,138.5075,136.13199999999998,0,0.14583327256946876,49.79762624803673,5.569476530372436,0.9342086068563094,0.6072210065645515,1.541429613420861,0,ETERNAL
2021-10-08,138.0,138.0,135.7,136.15,6207969,-0.006929248723559378,-0.01340579710144918,0.014770280901360011,11651950.0,138.235,136.231,0,-0.804347476370656,48.43999157211892,5.335942492488691,0.947704737421961,0.604480352552332,1.552185089974293,0,ETERNAL
2021-10-11,137.5,137.5,136.15,136.85,4395523,0.005141388174807027,-0.01617541337167505,0.014310659846222703,9487377.9,137.92000000000002,136.137,0,-0.4814811248288027,49.531811742248316,5.0512323144537845,0.9377420533430765,0.6065034709535989,1.5442455242966753,0,ETERNAL
2021-10-12,137.3,137.75,135.5,136.6,5600652,-0.001826817683595161,-0.009786154403769398,0.014024591788625796,8698519.9,137.54500000000002,136.19899999999998,0,-0.3111109728395752,49.1316586188993,4.8511442919928,0.9412884333821377,0.6057833089311859,1.5470717423133238,0,ETERNAL
2021-10-13,137.25,137.4,134.35,135.45,6351349,-0.008418740849194806,0.003705075954057113,0.009993052626982489,8253510.9,137.185,136.114,0,-0.5901637409299225,47.24103986638067,4.72249112827903,0.9577703949796975,0.602436323366556,1.5602067183462534,0,ETERNAL
2021-10-14,135.9,137.3,133.7,135.0,8688177,-0.0033222591362125353,-0.015317286652078765,0.005304216615926684,8339753.5,136.83249999999998,136.026,0,-0.24999993055557485,46.487206524828444,4.642313190544816,0.9642962962962963,0.6011111111111112,1.5654074074074076,1,ETERNAL
2021-10-18,136.0,146.15,135.9,144.05,31446800,0.06703703703703723,0.05802423797282419,0.03129939060854094,10290375.9,137.14000000000001,136.139,1,0.7853657770374863,60.23134554574728,5.107147962648758,0.8408885803540437,0.6261714682401944,1.467060048594238,0,ETERNAL
2021-10-19,144.9,145.1,137.25,138.55,14688308,-0.038181187087816704,0.012422360248447228,0.03869842523295653,10559676.8,137.35250000000002,136.211,1,-0.8089170944054656,51.563671971964595,5.303065965316704,0.9139660772284373,0.6113316492241069,1.5252977264525442,0,ETERNAL
2021-10-20,138.5,140.4,133.85,137.9,12607297,-0.004691447130999671,0.009516837481698515,0.03880986174282157,10729192.3,137.575,136.34199999999998,1,-0.09160303944991662,50.636251075267005,5.392132682079797,0.9229876722262509,0.6094996374184192,1.53248730964467,0,ETERNAL
2021-10-21,139.75,139.9,135.8,138.15,5951873,0.0018129079042785712,0.019933554817275878,0.03835834598456053,10325561.2,137.8775,136.49300000000002,1,-0.3902438072576071,51.00128152810509,5.299837490502668,0.9195077813970322,0.6102062975027145,1.5297140788997468,0,ETERNAL
2021-10-22,138.95,142.0,135.8,137.75,11468458,-0.002895403546869346,0.020370370370370372,0.03833696704004721,10740640.6,137.9,136.74400000000003,0,-0.19354835587929595,50.35961697767312,5.3641348126096196,0.9250816696914701,0.6090744101633394,1.5341560798548095,0,ETERNAL
2021-10-25,138.0,138.95,131.55,132.7,13530512,-0.03666061705989121,-0.0787920860812219,0.019594028639247883,11472894.9,137.70250000000001,136.685,0,-0.7162161194302579,43.00352596362868,5.509553754566073,0.9983421250941976,0.594197437829691,1.5925395629238888,1,ETERNAL
2021-10-26,133.0,137.35,133.0,135.45,6445894,0.02072343632253193,-0.02237459400938302,0.020693397209956017,11677932.0,137.29000000000002,136.685,0,0.5632182613291334,47.50074285304772,5.448157057811353,0.9577703949796975,0.602436323366556,1.5602067183462534,0,ETERNAL
2021-10-27,136.2,139.25,134.5,134.8,8982174,-0.0047988187523069215,-0.02248005801305286,0.02069390591723121,12016084.2,137.08,136.634,0,-0.29473678005540993,46.56549775832009,5.3982886965391135,0.9672106824925815,0.600519287833828,1.5677299703264094,0,ETERNAL
2021-10-28,135.35,136.5,131.5,135.6,11936370,0.005934718100890191,-0.018458197611292193,0.021079966951690593,12574586.3,136.935,136.647,0,0.049999990000002,47.92449886140556,5.369839503929177,0.955604719764012,0.6028761061946903,1.5584808259587022,0,ETERNAL
