date,open,high,low,close,volume,returns_1d,returns_5d,volatility_5d,avg_volume_10d,sma_20,sma_50,above_20ma,candle_body_ratio,rsi_14,atr_14,resistance_distance,support_distance,sr_band_width,label,symbol
2021-09-15,306.1,313.0,306.1,311.95,26808872,0.01911140150277668,0.05889341479972843,0.006780328128837785,21087790.3,292.7025,299.28700000000003,1,0.8478259640831914,64.524759647255,7.5888272470497355,2.1836832825773365,0.018111876903349824,2.2017951594806857,0,TATAMOTORS
2021-09-16,313.4,315.0,307.65,311.65,26249369,-0.0009616925789389663,0.05554614733276875,0.007921318600256595,20402410.4,293.4,298.598,1,-0.23809520570133183,64.12631458946407,7.571768157974756,2.186747954436066,0.017166693406064387,2.2039146478421303,0,TATAMOTORS
2021-09-17,312.0,315.35,306.0,308.6,24972069,-0.009786619605326341,0.032279645425656645,0.012004448494600535,21408917.2,294.1625,298.432,1,-0.3636363247447748,60.06534889376259,7.698784718119419,2.2182436811406347,0.007453013609850976,2.2256966947504857,0,TATAMOTORS
2021-09-20,304.9,310.25,297.3,298.95,19632688,-0.03127025275437467,-0.007470119521912344,0.020588943856970316,21712772.5,294.95500000000004,298.06899999999996,1,-0.4594594239799668,49.40490546977132,8.073871523968032,2.3221274460612147,0.0,2.3221274460612147,0,TATAMOTORS
2021-09-21,298.6,302.7,293.1,301.95,19439330,0.01003512293025599,-0.01355766089513244,0.0194122574518544,21994419.0,296.20500000000004,297.981,1,0.34895829698350844,52.24263035859141,8.182880700827456,2.289120715350224,0.009935419771485345,2.299056135121709,1,TATAMOTORS
2021-09-22,303.15,313.8,303.0,310.1,29545253,0.026991223712535373,-0.005930437570123348,0.021787478538492135,23516353.9,297.72,298.057,1,0.6435184589334796,58.97451464994477,8.444817793625496,2.2026765559496932,0.01225411157691071,2.214930667526604,1,TATAMOTORS
2021-09-23,313.2,324.0,313.2,321.5,52701665,0.03676233473073198,0.031605968233595405,0.027568240200175235,27294472.5,299.575,298.33799999999997,1,0.7685184473594033,66.16003296940474,8.834473665509389,2.089113530326594,0.04727838258164849,2.1363919129082425,1,TATAMOTORS
2021-09-24,325.1,326.95,316.05,317.95,28901243,-0.011041990668740342,0.03029812054439396,0.027759233331549834,26782499.8,301.25750000000005,298.478,1,-0.6559632425721841,62.48957600531195,8.982011260830145,2.1236043403050795,0.03664098128636571,2.160245321591445,1,TATAMOTORS
2021-09-27,323.15,333.6,323.15,331.65,56305136,0.04308853593332285,0.10938283993978914,0.021903353349874435,30779027.4,303.5525,298.92,1,0.813397051349561,69.51782675932263,9.458296170770852,1.9945725915875172,0.07643600180913604,2.071008593396653,1,TATAMOTORS
2021-09-28,334.0,336.0,324.5,329.3,28497009,-0.007085783205186047,0.09057791025004147,0.025172927374171962,31305263.4,305.41999999999996,299.301,1,-0.4086956166351628,67.19216843658819,9.604132158572936,2.015942909201336,0.0698451260249013,2.085788035226237,0,TATAMOTORS
2021-09-29,325.0,333.0,324.0,330.25,19740150,0.00288490737928937,0.06497903901967095,0.02526711754102088,30598391.2,307.5675,299.681,1,0.5833332685185257,67.66313284939203,9.56097986153201,2.007267221801665,0.07252081756245266,2.079788039364118,1,TATAMOTORS
2021-09-30,331.25,337.9,329.1,333.35,30268517,0.009386828160484528,0.036858475894245846,0.02149383207133967,31000306.0,309.4725,300.17100000000005,1,0.23863633651860197,69.21608198415142,9.506624157136864,1.9793010349482523,0.08114594270286489,2.060446977651117,0,TATAMOTORS
2021-10-01,332.65,337.3,325.7,333.3,29877695,-0.0001499925003750624,0.04827803113697127,0.019622019297105695,31490868.6,311.47999999999996,300.794,1,0.05603447792806508,69.15839243137822,9.65615100305566,1.9797479747974793,0.081008100810081,2.0607560756075602,1,TATAMOTORS
