date,open,high,low,close,volume,returns_1d,returns_5d,volatility_5d,avg_volume_10d,sma_20,sma_50,above_20ma,candle_body_ratio,rsi_14,atr_14,resistance_distance,support_distance,sr_band_width,label,symbol
2021-09-15,133.1,142.3,132.8,140.05,68917060,0.0530075187969925,0.07689350249903892,0.025794914202580087,23110960.2,130.4475,128.28,1,0.7315788703601208,68.02524888070111,3.6803638098174836,2.179935737236701,0.07461620849696549,2.2545519457336662,0,TATAPOWER
2021-09-16,140.0,142.0,138.5,140.25,24490647,0.001428061406640424,0.052532833020637826,0.02576169160085425,22443424.8,130.905,128.567,1,0.071428551020414,68.27590286969229,3.667480680544806,2.175401069518717,0.07593582887700538,2.251336898395722,0,TATAPOWER
2021-09-17,140.85,141.5,136.1,137.9,27560843,-0.016755793226381432,0.038794726930320156,0.028115506805794332,22671834.7,131.2775,128.865,1,-0.5462961951303316,62.11445631183308,3.791232060505892,2.2295141406816534,0.06018854242204504,2.289702683103698,0,TATAPOWER
2021-09-20,137.6,139.35,133.2,134.3,21535092,-0.026105873821609782,0.02479969477298738,0.031046572461954178,22925281.1,131.6825,129.07399999999998,1,-0.5365852786040165,54.065254640486856,3.9597154847554714,2.31608339538347,0.03499627699180951,2.351079672375279,0,TATAPOWER
2021-09-21,134.75,136.3,131.2,135.85,22526116,0.011541325390915791,0.021428571428571352,0.030823890913526216,23747413.1,132.22750000000002,129.323,1,0.21568623221838376,56.66885411555685,4.041164378701511,2.278248067721752,0.04600662495399338,2.3242546926757455,1,TATAPOWER
2021-09-22,136.95,139.65,136.4,137.85,21321952,0.014722119985277837,-0.01570867547304544,0.017806100570885816,24423484.2,132.825,129.59099999999998,1,0.27692299171600426,59.832518769627725,4.023938351651404,2.2306855277475517,0.059847660500544075,2.2905331882480957,1,TATAPOWER
2021-09-23,139.2,144.9,138.75,143.65,42890085,0.04207471889735226,0.024242424242424176,0.027169320250005555,27077318.2,133.705,129.988,1,0.7235771181175439,67.29085756928293,4.240085612247733,2.10024364775496,0.09780717020536032,2.19805081796032,0,TATAPOWER
2021-09-24,145.0,145.35,138.7,139.1,29040576,-0.03167420814479649,0.00870195794053652,0.030751839246295345,28536017.4,134.3775,130.28900000000002,1,-0.8872179116965547,58.166386847940245,4.412222354230038,2.2016534867002155,0.0682961897915169,2.269949676491733,0,TATAPOWER
2021-09-27,140.3,140.4,136.75,138.75,18192368,-0.0025161754133716796,0.03313477289650035,0.02691002319622175,28978056.2,134.95250000000001,130.57299999999998,1,-0.4246574179020797,57.520265880325596,4.3577779003564645,2.20972972972973,0.06594594594594598,2.2756756756756755,1,TATAPOWER
2021-09-28,140.0,142.85,139.05,140.05,29196888,0.009369369369369496,0.030916451969083658,0.026832367566394642,30567162.7,135.4975,130.885,1,0.01315789127424219,59.327452943743616,4.339365193188145,2.179935737236701,0.07461620849696549,2.2545519457336662,0,TATAPOWER
2021-09-29,139.8,158.75,138.9,151.6,126746990,0.08247054623348782,0.09974610083424018,0.04381797406270982,36350155.7,136.625,131.434,1,0.594458408339626,71.09368415524457,5.447267679388992,1.9376649076517152,0.14511873350923482,2.08278364116095,1,TATAPOWER
2021-09-30,152.5,161.2,151.3,158.75,111302311,0.047163588390501276,0.10511660285415947,0.044514067174143274,45031322.1,137.89249999999998,132.09300000000002,1,0.6313130675441361,75.76724174550239,5.765319988004063,1.8053543307086615,-0.1587401574803149,1.6466141732283466,1,TATAPOWER
2021-10-01,158.75,164.95,156.6,163.75,90310679,0.03149606299212593,0.1772106398274622,0.03342240753670739,51306305.7,139.4,132.93200000000002,1,0.5988023234967282,78.39754925298807,5.949939988860916,1.7196946564885498,-0.12335877862595412,1.5963358778625956,1,TATAPOWER
2021-10-04,166.25,172.5,164.0,168.6,93787605,0.029618320610687032,0.21513513513513516,0.02726441481541819,58531557.0,141.1375,133.83,1,0.27647055570934576,80.59752195976748,6.149944275370851,1.6414590747330962,-0.0910438908659549,1.5504151838671414,1,TATAPOWER
