date,open,high,low,close,volume,returns_1d,returns_5d,volatility_5d,avg_volume_10d,sma_20,sma_50,above_20ma,candle_body_ratio,rsi_14,atr_14,resistance_distance,support_distance,sr_band_width,label,symbol
2022-08-12,839.8,844.0,833.0,835.05,41454,-0.0029253731343283906,0.016123144317352178,0.011512309018907891,86468.5,868.82,820.445,0,-0.4318181425619871,48.20054921238212,33.54128511062687,0.21513681815460164,0.0658044428477336,0.28094126100233524,0,AETHER
2022-08-16,802.1,835.0,802.1,828.65,56312,-0.007664211723848791,0.004911472228959379,0.012498554140287022,83095.3,867.5674999999999,821.53,0,0.8069908569303683,46.44506413369467,33.4990504598678,0.22452181258673756,0.05858927170699325,0.2831110842937308,1,AETHER
2022-08-17,828.65,849.85,828.65,836.55,46610,0.009533578712363378,0.018134242073875706,0.012661346795076172,79306.8,863.525,822.275,0,0.3726414918565315,48.91817378098538,32.620546855591535,0.21295798218875153,0.06747952901799048,0.28043751120674204,1,AETHER
2022-08-18,838.0,845.45,831.0,841.5,52016,0.00591715976331364,0.028037383177570208,0.011960578359203193,75465.3,857.51,823.284,0,0.2422145161097213,50.46181631994341,31.322650651620712,0.2058229352347,0.07296494355317883,0.2787878787878788,1,AETHER
2022-08-19,847.95,864.9,845.5,857.45,84195,0.018954248366013227,0.023820895522388197,0.010476505963889982,74281.4,854.3275,824.71,1,0.48969069640769664,55.16348815373664,30.7567470336478,0.18339261764534373,0.09020934165257452,0.27360195929791825,0,AETHER
2022-08-22,864.45,874.0,852.05,859.45,79772,0.0023324975217213773,0.029219807197173875,0.009750577976354384,74867.8,850.53,826.0319999999999,1,-0.22779042242412606,55.730859392517054,30.127693674101533,0.18063878061550992,0.09232648787014953,0.27296526848565944,0,AETHER
2022-08-23,846.1,870.0,842.0,852.2,51606,-0.008435627436151005,0.028419718819767237,0.010019565455573354,66594.7,847.385,827.354,1,0.2178571350765317,53.10734884630725,29.97571555452285,0.19068293827739966,0.08460455292184935,0.275287491199249,0,AETHER
2022-08-24,864.9,867.0,852.35,855.8,31877,0.004224360478760847,0.023011176857330673,0.009785060045173067,64152.1,845.3,828.692,1,-0.6211603671562915,54.25879556852781,28.891735872056927,0.18567422294928734,0.08845524655293285,0.27412946950222017,0,AETHER
2022-08-25,855.8,865.75,850.15,851.9,39616,-0.004557139518579056,0.012358882947118177,0.010525384360815229,60243.0,842.7425,830.067,1,-0.2499999839743582,52.74770863891829,27.942326166910004,0.19110224204718873,0.08428219274562737,0.2753844347928161,0,AETHER
2022-08-26,858.9,860.15,844.0,845.85,28066,-0.007101772508510296,-0.013528485625984077,0.005678787411540942,51152.4,841.1574999999999,831.065,1,-0.8080494855696896,50.40267881690478,27.100017154987857,0.19962168233138267,0.07773245847372465,0.2773541408051073,0,AETHER
