date,open,high,low,close,volume,returns_1d,returns_5d,volatility_5d,avg_volume_10d,sma_20,sma_50,above_20ma,candle_body_ratio,rsi_14,atr_14,resistance_distance,support_distance,sr_band_width,label,symbol
2021-09-15,2060.0,2133.0,2060.0,2119.85,2795995,0.03120591526000882,0.04225871478440424,0.01584174273759874,1133702.6,1945.4450000000002,1828.3120000000001,1,0.8198630024676289,81.51596496655164,41.25582656924727,0.7155930844163504,0.00898648489279889,0.7245795693091492,1,TITAN
2021-09-16,2132.95,2132.95,2095.05,2108.7,725123,-0.005259806118357524,0.025657238746078503,0.016830045354451456,1081471.7,1957.1575,1835.4880000000003,1,-0.6398416717719937,78.55886582384068,41.01612467144387,0.7246644852278658,0.003746384028073997,0.7284108692559398,0,TITAN
2021-09-17,2113.95,2150.0,2080.0,2095.6,1727410,-0.006212358325034306,0.030133215356633603,0.015907091216616796,1137497.0,1967.9225,1842.144,1,-0.26214285339795795,75.11132250532562,43.086401480626456,0.7354456957434626,-0.002481389578163902,0.7329643061652987,0,TITAN
2021-09-20,2088.0,2096.0,2070.55,2077.35,411738,-0.008708723038747812,0.022997562356880774,0.017021593565534954,1023792.4,1977.95,1849.146,1,-0.41846756705432614,70.47147060997756,41.82665851772456,0.7506919873877779,-0.011288420343225877,0.739403567044552,0,TITAN
2021-09-21,2075.0,2097.5,2062.1,2085.85,539788,0.004091751510337582,0.014666536946052577,0.01648445470552849,1009857.9,1988.725,1856.3359999999998,1,0.3064971664831276,71.358890755177,41.367611480744245,0.7435577821991036,-0.00716734185104407,0.7363904403480596,1,TITAN
2021-09-22,2096.8,2110.95,2073.4,2081.05,1057480,-0.0023012201260875775,-0.018303181828902892,0.004911665153911,1038296.8,1999.2975,1863.545,1,-0.41944073450224717,70.07810407100114,41.09492494640535,0.7475793469642728,-0.009490401480022103,0.7380889454842506,1,TITAN
2021-09-23,2090.0,2113.75,2076.6,2105.05,711634,0.011532639773191411,-0.001730924266135414,0.008200067288565248,1029778.9,2013.4175,1871.249,1,0.40511439017189116,72.71507955854372,40.81314459309068,0.7276549250611624,0.002018954419134937,0.7296738794802973,1,TITAN
2021-09-24,2105.0,2115.0,2085.0,2092.9,540771,-0.005771834398232811,-0.0012884138194311223,0.008122928125305002,1018516.3,2027.295,1878.622,1,-0.40333331988888627,69.38150318763502,40.04077712215564,0.7376845525347604,-0.0037746667303741655,0.7339098858043862,0,TITAN
2021-09-27,2099.0,2107.35,2077.2,2090.25,507550,-0.0012661856753787282,0.00620983464510072,0.006746415683255462,990625.4,2040.6800000000003,1886.22,1,-0.2902155790973265,68.64235354608715,39.33429304200167,0.7398875732567876,-0.005047243152733014,0.7348403301040546,1,TITAN
2021-09-28,2083.2,2138.0,2083.05,2129.3,923489,0.018681975840210585,0.02083083634968963,0.010429221618290487,994097.8,2053.2225,1894.775,1,0.8389444797280444,73.17711102221145,40.44970068185868,0.7079791480768327,0.013384680411402807,0.7213638284882355,1,TITAN
